type,ntemp,fraction,slope,redshift,redshift_error,age,age_error,obj_id,phase
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
II,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,17825,-6.100000000093132
Ia,13,1.0,0.0,0.1617,0.0054,5.5,3.833,18030,7.7999999998137355
Ia-norm,13,1.0,0.0,0.1617,0.0054,5.5,3.833,18030,7.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18030,7.7999999998137355
Ia,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
NotSN,1,1.0,0.0,0.3714,0.0,0.0,0.0,18091,8.700000000186265
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Gal,1,1.0,0.0,0.3714,0.0,0.0,0.0,18091,8.700000000186265
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
NotSN,1,1.0,0.0,0.3714,0.0,0.0,0.0,18091,8.700000000186265
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Gal,1,1.0,0.0,0.3714,0.0,0.0,0.0,18091,8.700000000186265
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18091,8.700000000186265
Ia,34,1.0,0.0,0.1588,0.0057,1.05,3.655,18323,3.6000000000931323
Ia-norm,33,0.97,0.0046,0.1588,0.0057,0.8,3.676,18323,3.6000000000931323
Ia-91T,1,0.03,-0.0043,0.1669,0.0,3.2,0.0,18323,3.6000000000931323
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18323,3.6000000000931323
Ia,23,1.0,0.0,0.2584,0.0029,10.1,1.616,18325,11.299999999813735
Ia-norm,20,0.87,0.0309,0.2583,0.0032,10.15,1.691,18325,11.299999999813735
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ia-pec,3,0.13,-0.0282,0.2592,0.0004,9.2,0.95,18325,11.299999999813735
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18325,11.299999999813735
Ia,17,1.0,0.0,0.132,0.0042,-2.5,3.859,18415,-2.5
Ia-norm,15,0.88,0.0531,0.1312,0.0043,-3.2,3.851,18415,-2.5
Ia-91T,2,0.12,-0.0385,0.1341,0.0025,2.0,1.697,18415,-2.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18415,-2.5
Ia,4,1.0,0.0,0.2574,0.0018,7.7,1.5,18463,4.7999999998137355
Ia-norm,1,0.25,0.0,0.255,0.0,9.8,0.0,18463,4.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ia-pec,3,0.75,0.25,0.2581,0.0013,7.2,0.95,18463,4.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18463,4.7999999998137355
Ia,2,1.0,0.0,0.2182,0.0069,5.5,2.121,18466,5.600000000093132
Ia-norm,2,1.0,0.0,0.2182,0.0069,5.5,2.121,18466,5.600000000093132
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18466,5.600000000093132
Ia,1,1.0,0.0,0.2524,0.0,-6.4,0.0,18486,-6.100000000093132
Ia-norm,1,1.0,0.0,0.2524,0.0,-6.4,0.0,18486,-6.100000000093132
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18486,-6.100000000093132
Ia,13,1.0,0.0,0.1194,0.0043,-5.1,3.457,18650,-4.7999999998137355
Ia-norm,13,1.0,0.0,0.1194,0.0043,-5.1,3.457,18650,-4.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia,13,1.0,0.0,0.1194,0.0043,-5.1,3.457,18650,-4.7999999998137355
Ia-norm,13,1.0,0.0,0.1194,0.0043,-5.1,3.457,18650,-4.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18650,-4.7999999998137355
Ia,1,1.0,0.0,0.1573,0.0,-5.0,0.0,18740,-7.7999999998137355
Ia-norm,1,1.0,0.0,0.1573,0.0,-5.0,0.0,18740,-7.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia,1,1.0,0.0,0.1573,0.0,-5.0,0.0,18740,-7.7999999998137355
Ia-norm,1,1.0,0.0,0.1573,0.0,-5.0,0.0,18740,-7.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,18740,-7.7999999998137355
