type,ntemp,fraction,slope,redshift,redshift_error,age,age_error,obj_id,phase
II,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ia,64,1.0,0.0,0.044,0.003,-0.45,3.919,5944,-2.7999999998137355
Ia-norm,61,0.95,0.0052,0.0439,0.0029,-0.5,3.972,5944,-2.7999999998137355
Ia-91T,2,0.03,-0.0011,0.0494,0.0017,1.75,2.051,5944,-2.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ia-pec,1,0.02,-0.0019,0.0469,0.0,-2.6,0.0,5944,-2.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,5944,-2.7999999998137355
Ia,29,1.0,0.0,0.2898,0.005,0.0,3.86,5957,2.2000000001862645
Ia-norm,25,0.86,0.0173,0.2891,0.005,-0.9,3.988,5957,2.2000000001862645
Ia-91T,4,0.14,-0.0124,0.292,0.0029,1.95,1.515,5957,2.2000000001862645
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
II,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,5957,2.2000000001862645
Ia,12,1.0,0.0,0.0666,0.004,5.7,2.04,6057,2.3999999999068677
Ia-norm,12,1.0,0.0,0.0666,0.004,5.7,2.04,6057,2.3999999999068677
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia,12,1.0,0.0,0.0666,0.004,5.7,2.04,6057,2.3999999999068677
Ia-norm,12,1.0,0.0,0.0666,0.004,5.7,2.04,6057,2.3999999999068677
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6057,2.3999999999068677
Ia,1,1.0,0.0,0.2712,0.0,4.2,0.0,6192,6.100000000093132
Ia-norm,1,1.0,0.0,0.2712,0.0,4.2,0.0,6192,6.100000000093132
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6192,6.100000000093132
Ia,12,1.0,0.0,0.2834,0.0084,0.55,4.363,6196,0.5
Ia-norm,10,0.83,0.0217,0.2833,0.0093,0.0,4.662,6196,0.5
Ia-91T,2,0.17,-0.0094,0.2834,0.0005,1.95,1.626,6196,0.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6196,0.5
Ia,49,1.0,0.0,0.2878,0.0072,-1.5,4.535,6249,-4.5
Ia-norm,45,0.92,0.0082,0.2878,0.0075,-1.5,4.624,6249,-4.5
Ia-91T,2,0.04,-0.0044,0.2858,0.0004,1.95,1.626,6249,-4.5
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ia-pec,2,0.04,-0.0044,0.2921,0.0014,-4.05,2.051,6249,-4.5
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6249,-4.5
Ia,35,1.0,0.0,0.1904,0.0072,5.5,5.616,6304,5.899999999906868
Ia-norm,32,0.91,0.0157,0.1898,0.0075,5.5,5.743,6304,5.899999999906868
Ia-91T,1,0.03,0.0006,0.1935,0.0,9.2,0.0,6304,5.899999999906868
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ia-pec,2,0.06,0.0,0.1899,0.0014,6.2,1.414,6304,5.899999999906868
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6304,5.899999999906868
Ia,6,1.0,0.0,0.2559,0.0012,3.85,1.653,6315,-1.6000000000931323
Ia-norm,6,1.0,0.0,0.2559,0.0012,3.85,1.653,6315,-1.6000000000931323
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia,6,1.0,0.0,0.2559,0.0012,3.85,1.653,6315,-1.6000000000931323
Ia-norm,6,1.0,0.0,0.2559,0.0012,3.85,1.653,6315,-1.6000000000931323
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6315,-1.6000000000931323
Ia,5,1.0,0.0,0.3162,0.0009,4.2,1.522,6649,-2.7999999998137355
Ia-norm,5,1.0,0.0,0.3162,0.0009,4.2,1.522,6649,-2.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia,5,1.0,0.0,0.3162,0.0009,4.2,1.522,6649,-2.7999999998137355
Ia-norm,5,1.0,0.0,0.3162,0.0009,4.2,1.522,6649,-2.7999999998137355
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6649,-2.7999999998137355
Ia,25,1.0,0.0,0.3125,0.0071,3.1,3.82,6699,-4.2999999998137355
Ia-norm,22,0.88,0.0154,0.3119,0.0068,3.4,4.019,6699,-4.2999999998137355
Ia-91T,3,0.12,-0.0182,0.3231,0.0031,0.8,1.493,6699,-4.2999999998137355
Ia-91bg,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ia-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
II,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0,6699,-4.2999999998137355
Ia,25,1.0,0.0,0.3125,0.0071,3.1,3.82,6699,-4.2999999998137355
